_id,Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
247,2015,S08000015,"",75plus years,"",Males,"",Cerebrovascular Disease,96,"",674.963087956127,"",800.1260148401874
248,2015,S08000015,"",75plus years,"",Females,"",Cerebrovascular Disease,190,"",938.967136150235,"",926.328085208502
249,2015,S08000016,"",0-44 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
250,2015,S08000016,"",0-44 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
251,2015,S08000016,"",45-64 years,"",Males,"",Cerebrovascular Disease,6,"",34.833091436865,"",34.6103086264722
252,2015,S08000016,"",45-64 years,"",Females,"",Cerebrovascular Disease,2,"",11.2201963534362,"",11.265222314269236
253,2015,S08000016,"",65-74 years,"",Males,"",Cerebrovascular Disease,8,"",109.021531752521,"",111.45236088869528
254,2015,S08000016,"",65-74 years,"",Females,"",Cerebrovascular Disease,5,"",64.4911647104347,"",66.4007216911294
255,2015,S08000016,"",75plus years,"",Males,"",Cerebrovascular Disease,35,"",708.215297450425,"",847.6610405270839
256,2015,S08000016,"",75plus years,"",Females,"",Cerebrovascular Disease,48,"",714.81757259866,"",688.9666468515622
257,2015,S08000017,"",0-44 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
258,2015,S08000017,"",0-44 years,"",Females,"",Cerebrovascular Disease,1,"",2.9238911142949,"",2.8681236734928013
259,2015,S08000017,"",45-64 years,"",Males,"",Cerebrovascular Disease,3,"",13.7394092054042,"",13.82806764563524
260,2015,S08000017,"",45-64 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
261,2015,S08000017,"",65-74 years,"",Males,"",Cerebrovascular Disease,8,"",81.10300081103,"",82.18688665954755
262,2015,S08000017,"",65-74 years,"",Females,"",Cerebrovascular Disease,5,"",48.2811896485129,"",49.725283028141966
263,2015,S08000017,"",75plus years,"",Males,"",Cerebrovascular Disease,37,"",528.269560251285,"",627.9157425361363
264,2015,S08000017,"",75plus years,"",Females,"",Cerebrovascular Disease,79,"",866.513107381814,"",858.5190613392281
265,2015,S08000019,"",0-44 years,"",Males,"",Cerebrovascular Disease,1,"",1.24154199515799,"",1.4488489452379678
266,2015,S08000019,"",0-44 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
267,2015,S08000019,"",45-64 years,"",Males,"",Cerebrovascular Disease,8,"",19.0871567294157,"",20.335768418894705
268,2015,S08000019,"",45-64 years,"",Females,"",Cerebrovascular Disease,8,"",18.3292856160931,"",18.437558215862985
269,2015,S08000019,"",65-74 years,"",Males,"",Cerebrovascular Disease,18,"",119.68085106383,"",124.26486311006263
270,2015,S08000019,"",65-74 years,"",Females,"",Cerebrovascular Disease,18,"",109.535690379115,"",112.5046617191758
271,2015,S08000019,"",75plus years,"",Males,"",Cerebrovascular Disease,74,"",753.948038716251,"",866.8101793465324
272,2015,S08000019,"",75plus years,"",Females,"",Cerebrovascular Disease,109,"",774.367718101733,"",769.503336702865
273,2015,S08000020,"",0-44 years,"",Males,"",Cerebrovascular Disease,2,"",1.18952032592857,"",1.3037275432930666
274,2015,S08000020,"",0-44 years,"",Females,"",Cerebrovascular Disease,2,"",1.23344105385204,"",1.2868221489289826
275,2015,S08000020,"",45-64 years,"",Males,"",Cerebrovascular Disease,13,"",16.6376574178356,"",16.74734739638151
276,2015,S08000020,"",45-64 years,"",Females,"",Cerebrovascular Disease,7,"",8.87480190174326,"",9.12534626594781
277,2015,S08000020,"",65-74 years,"",Males,"",Cerebrovascular Disease,28,"",102.933607822954,"",103.96124596220604
278,2015,S08000020,"",65-74 years,"",Females,"",Cerebrovascular Disease,30,"",103.885310617079,"",102.6090338950076
279,2015,S08000020,"",75plus years,"",Males,"",Cerebrovascular Disease,148,"",808.65479182603,"",906.266261271362
280,2015,S08000020,"",75plus years,"",Females,"",Cerebrovascular Disease,252,"",963.892288861689,"",918.8702134161548
281,2015,S08000022,"",0-44 years,"",Males,"",Cerebrovascular Disease,2,"",2.53565768621236,"",2.7887486539325432
282,2015,S08000022,"",0-44 years,"",Females,"",Cerebrovascular Disease,1,"",1.31584141479269,"",1.2501652004014816
283,2015,S08000022,"",45-64 years,"",Males,"",Cerebrovascular Disease,12,"",25.7063901801589,"",25.16447219397356
284,2015,S08000022,"",45-64 years,"",Females,"",Cerebrovascular Disease,9,"",18.350120295233,"",18.284579313494813
285,2015,S08000022,"",65-74 years,"",Males,"",Cerebrovascular Disease,22,"",113.0117634972,"",116.02997225986294
286,2015,S08000022,"",65-74 years,"",Females,"",Cerebrovascular Disease,18,"",87.9292657906307,"",91.45979129693428
287,2015,S08000022,"",75plus years,"",Males,"",Cerebrovascular Disease,107,"",847.256314830945,"",992.4823823545292
288,2015,S08000022,"",75plus years,"",Females,"",Cerebrovascular Disease,146,"",818.660984636088,"",797.0239266722618
289,2015,S08000024,"",0-44 years,"",Males,"",Cerebrovascular Disease,3,"",1.18930104777422,"",1.3197667843936989
290,2015,S08000024,"",0-44 years,"",Females,"",Cerebrovascular Disease,5,"",1.95343785528151,"",2.1977356085148423
291,2015,S08000024,"",45-64 years,"",Males,"",Cerebrovascular Disease,23,"",21.2075388190167,"",21.973888569735216
292,2015,S08000024,"",45-64 years,"",Females,"",Cerebrovascular Disease,18,"",15.9981513247358,"",16.501553921728785
293,2015,S08000024,"",65-74 years,"",Males,"",Cerebrovascular Disease,28,"",77.9792241067201,"",81.2830655307637
294,2015,S08000024,"",65-74 years,"",Females,"",Cerebrovascular Disease,28,"",69.2623559095632,"",72.28320042490768
295,2015,S08000024,"",75plus years,"",Males,"",Cerebrovascular Disease,160,"",641.128385959288,"",710.672087515167
296,2015,S08000024,"",75plus years,"",Females,"",Cerebrovascular Disease,309,"",827.575124538004,"",786.2738560803058
297,2015,S08000025,"",0-44 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
298,2015,S08000025,"",0-44 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
299,2015,S08000025,"",45-64 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
300,2015,S08000025,"",45-64 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
301,2015,S08000025,"",65-74 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
302,2015,S08000025,"",65-74 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
303,2015,S08000025,"",75plus years,"",Males,"",Cerebrovascular Disease,,c,,c,204.9157176428055
304,2015,S08000025,"",75plus years,"",Females,"",Cerebrovascular Disease,,c,,c,690.9010213497174
305,2015,S08000026,"",0-44 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
306,2015,S08000026,"",0-44 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
307,2015,S08000026,"",45-64 years,"",Males,"",Cerebrovascular Disease,,c,,c,29.59674435812061
308,2015,S08000026,"",45-64 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
309,2015,S08000026,"",65-74 years,"",Males,"",Cerebrovascular Disease,,c,,c,91.75153683824205
310,2015,S08000026,"",65-74 years,"",Females,"",Cerebrovascular Disease,,c,,c,164.15261756876663
311,2015,S08000026,"",75plus years,"",Males,"",Cerebrovascular Disease,,c,,c,528.2035458346488
312,2015,S08000026,"",75plus years,"",Females,"",Cerebrovascular Disease,,c,,c,573.1123457443408
313,2015,S08000028,"",0-44 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
314,2015,S08000028,"",0-44 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
315,2015,S08000028,"",45-64 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
316,2015,S08000028,"",45-64 years,"",Females,"",Cerebrovascular Disease,,c,,c,25.62084805007046
317,2015,S08000028,"",65-74 years,"",Males,"",Cerebrovascular Disease,,c,,c,200.36064916850327
318,2015,S08000028,"",65-74 years,"",Females,"",Cerebrovascular Disease,,c,,c,113.46032601736408
319,2015,S08000028,"",75plus years,"",Males,"",Cerebrovascular Disease,,c,,c,721.5991632789905
320,2015,S08000028,"",75plus years,"",Females,"",Cerebrovascular Disease,,c,,c,838.5896234801711
321,2015,S08000029,"",0-44 years,"",Males,"",Cerebrovascular Disease,2,"",2.09740341457276,"",2.579694121982679
322,2015,S08000029,"",0-44 years,"",Females,"",Cerebrovascular Disease,1,"",1.02820362544598,"",1.2010528085762031
323,2015,S08000029,"",45-64 years,"",Males,"",Cerebrovascular Disease,7,"",13.9500587895335,"",14.004123639453129
324,2015,S08000029,"",45-64 years,"",Females,"",Cerebrovascular Disease,10,"",18.8943052563957,"",19.112209638070567
325,2015,S08000029,"",65-74 years,"",Males,"",Cerebrovascular Disease,13,"",66.0703394998984,"",70.31369482896034
326,2015,S08000029,"",65-74 years,"",Females,"",Cerebrovascular Disease,12,"",55.9023572160626,"",57.52289244985362
327,2015,S08000029,"",75plus years,"",Males,"",Cerebrovascular Disease,75,"",584.294172639452,"",665.9387671264694
328,2015,S08000029,"",75plus years,"",Females,"",Cerebrovascular Disease,143,"",777.850304612707,"",757.6929332690888
329,2015,S08000030,"",0-44 years,"",Males,"",Cerebrovascular Disease,1,"",0.920132499079868,"",1.1924351911473612
330,2015,S08000030,"",0-44 years,"",Females,"",Cerebrovascular Disease,1,"",0.926371956868122,"",1.0174211571276166
331,2015,S08000030,"",45-64 years,"",Males,"",Cerebrovascular Disease,7,"",12.6836869666057,"",12.472291926010495
332,2015,S08000030,"",45-64 years,"",Females,"",Cerebrovascular Disease,5,"",8.61593603529087,"",8.573652394410988
333,2015,S08000030,"",65-74 years,"",Males,"",Cerebrovascular Disease,17,"",78.1357723950912,"",84.01145488064888
334,2015,S08000030,"",65-74 years,"",Females,"",Cerebrovascular Disease,13,"",54.1892455189662,"",56.66313146340605
335,2015,S08000030,"",75plus years,"",Males,"",Cerebrovascular Disease,100,"",618.811881188119,"",735.4574965384345
336,2015,S08000030,"",75plus years,"",Females,"",Cerebrovascular Disease,165,"",708.641126954132,"",668.6849942145512
337,2015,S08000031,"",0-44 years,"",Males,"",Cerebrovascular Disease,8,"",2.4458324543623,"",2.836233464267281
338,2015,S08000031,"",0-44 years,"",Females,"",Cerebrovascular Disease,6,"",1.83780174407385,"",1.9551098599494217
339,2015,S08000031,"",45-64 years,"",Males,"",Cerebrovascular Disease,45,"",30.5090951002393,"",31.891120493558027
340,2015,S08000031,"",45-64 years,"",Females,"",Cerebrovascular Disease,28,"",17.4591891453727,"",17.33236421675047
341,2015,S08000031,"",65-74 years,"",Males,"",Cerebrovascular Disease,69,"",146.186440677966,"",154.1214054772656
342,2015,S08000031,"",65-74 years,"",Females,"",Cerebrovascular Disease,53,"",98.4635963364111,"",100.2038947710303
343,2015,S08000031,"",75plus years,"",Males,"",Cerebrovascular Disease,277,"",837.870538415003,"",928.9031300250844
344,2015,S08000031,"",75plus years,"",Females,"",Cerebrovascular Disease,478,"",879.1936433196,"",858.427234335994
345,2015,S08000032,"",0-44 years,"",Males,"",Cerebrovascular Disease,4,"",2.27642646573409,"",2.4319882159406796
346,2015,S08000032,"",0-44 years,"",Females,"",Cerebrovascular Disease,3,"",1.69428348751313,"",1.823093089408219
347,2015,S08000032,"",45-64 years,"",Males,"",Cerebrovascular Disease,27,"",29.850416247471,"",30.64492593228491
348,2015,S08000032,"",45-64 years,"",Females,"",Cerebrovascular Disease,23,"",23.6905804192203,"",24.5849830726853
349,2015,S08000032,"",65-74 years,"",Males,"",Cerebrovascular Disease,39,"",128.230420201223,"",135.0211665888987
350,2015,S08000032,"",65-74 years,"",Females,"",Cerebrovascular Disease,38,"",110.532592571046,"",115.05404416779028
351,2015,S08000032,"",75plus years,"",Males,"",Cerebrovascular Disease,140,"",720.757825370675,"",804.0169730579827
352,2015,S08000032,"",75plus years,"",Females,"",Cerebrovascular Disease,239,"",797.810194612278,"",822.5175651097665
353,2015,S92000003,d,0-44 years,"",Males,"",Cerebrovascular Disease,26,"",1.78733098551368,"",1.9735312242012129
354,2015,S92000003,d,0-44 years,"",Females,"",Cerebrovascular Disease,21,"",1.44390431727391,"",1.5441443836108972
355,2015,S92000003,d,45-64 years,"",Males,"",Cerebrovascular Disease,160,"",22.2189819540206,"",22.59380131789005
356,2015,S92000003,d,45-64 years,"",Females,"",Cerebrovascular Disease,123,"",16.1666824390398,"",16.414421024502424
357,2015,S92000003,d,65-74 years,"",Males,"",Cerebrovascular Disease,282,"",108.708641566021,"",113.35544876444106
358,2015,S92000003,d,65-74 years,"",Females,"",Cerebrovascular Disease,248,"",86.7521128337158,"",89.09151872922287
359,2015,S92000003,d,75plus years,"",Males,"",Cerebrovascular Disease,1262,"",715.939003358446,"",815.2750290640455
360,2015,S92000003,d,75plus years,"",Females,"",Cerebrovascular Disease,2188,"",836.887299432003,"",816.1884282027236
361,2016,S08000015,"",0-44 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
362,2016,S08000015,"",0-44 years,"",Females,"",Cerebrovascular Disease,4,"",4.37148914777819,"",4.472931256440535
363,2016,S08000015,"",45-64 years,"",Males,"",Cerebrovascular Disease,17,"",32.8153653122286,"",32.51762203701016
364,2016,S08000015,"",45-64 years,"",Females,"",Cerebrovascular Disease,13,"",22.7475546378764,"",22.586225111764097
365,2016,S08000015,"",65-74 years,"",Males,"",Cerebrovascular Disease,33,"",152.72121436505,"",160.06953118992942
366,2016,S08000015,"",65-74 years,"",Females,"",Cerebrovascular Disease,23,"",96.39564124057,"",97.35441147381438
367,2016,S08000015,"",75plus years,"",Males,"",Cerebrovascular Disease,114,"",786.966726494546,"",954.780341823971
368,2016,S08000015,"",75plus years,"",Females,"",Cerebrovascular Disease,133,"",650.462170489558,"",637.2324022300146
369,2016,S08000016,"",0-44 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
370,2016,S08000016,"",0-44 years,"",Females,"",Cerebrovascular Disease,0,"",0,"",0
371,2016,S08000016,"",45-64 years,"",Males,"",Cerebrovascular Disease,2,"",11.5814465226707,"",11.208668036614982
372,2016,S08000016,"",45-64 years,"",Females,"",Cerebrovascular Disease,4,"",22.1950948840306,"",22.3217353936352
373,2016,S08000016,"",65-74 years,"",Males,"",Cerebrovascular Disease,4,"",53.0644733351021,"",56.78495003264858
374,2016,S08000016,"",65-74 years,"",Females,"",Cerebrovascular Disease,4,"",50.5497282952104,"",51.03569445590383
375,2016,S08000016,"",75plus years,"",Males,"",Cerebrovascular Disease,36,"",717.989629038692,"",846.0470463837556
376,2016,S08000016,"",75plus years,"",Females,"",Cerebrovascular Disease,47,"",693.419887872529,"",674.4363164478642
377,2016,S08000017,"",0-44 years,"",Males,"",Cerebrovascular Disease,1,"",2.97512793050101,"",2.594951639537627
378,2016,S08000017,"",0-44 years,"",Females,"",Cerebrovascular Disease,1,"",2.95630580027198,"",2.889004449066852
379,2016,S08000017,"",45-64 years,"",Males,"",Cerebrovascular Disease,3,"",13.7880319882342,"",13.210882130269402
380,2016,S08000017,"",45-64 years,"",Females,"",Cerebrovascular Disease,2,"",8.54080368962719,"",8.23116684836753
381,2016,S08000017,"",65-74 years,"",Males,"",Cerebrovascular Disease,10,"",100.040016006403,"",104.67804224117704
382,2016,S08000017,"",65-74 years,"",Females,"",Cerebrovascular Disease,10,"",95.5474871010892,"",95.82492782796926
383,2016,S08000017,"",75plus years,"",Males,"",Cerebrovascular Disease,42,"",586.019254918376,"",739.5880554969121
384,2016,S08000017,"",75plus years,"",Females,"",Cerebrovascular Disease,49,"",528.131062729036,"",513.9999796032961
385,2016,S08000019,"",0-44 years,"",Males,"",Cerebrovascular Disease,2,"",2.48280656454056,"",2.8196010183343536
386,2016,S08000019,"",0-44 years,"",Females,"",Cerebrovascular Disease,1,"",1.23312164745052,"",1.4027662550549684
387,2016,S08000019,"",45-64 years,"",Males,"",Cerebrovascular Disease,11,"",25.9936669974952,"",27.61566324368426
388,2016,S08000019,"",45-64 years,"",Females,"",Cerebrovascular Disease,9,"",20.4322557210316,"",20.726655855764182
389,2016,S08000019,"",65-74 years,"",Males,"",Cerebrovascular Disease,15,"",97.5863639320799,"",103.78459096647876
390,2016,S08000019,"",65-74 years,"",Females,"",Cerebrovascular Disease,15,"",89.078923926599,"",90.55295067477658
391,2016,S08000019,"",75plus years,"",Males,"",Cerebrovascular Disease,55,"",548.300269165587,"",647.0425768237393
392,2016,S08000019,"",75plus years,"",Females,"",Cerebrovascular Disease,103,"",724.128233970754,"",717.4845960106167
393,2016,S08000020,"",0-44 years,"",Males,"",Cerebrovascular Disease,4,"",2.39038586803875,"",2.4820982108018983
394,2016,S08000020,"",0-44 years,"",Females,"",Cerebrovascular Disease,2,"",1.24438471397817,"",1.376319372231329
395,2016,S08000020,"",45-64 years,"",Males,"",Cerebrovascular Disease,17,"",21.7083168392691,"",21.746212354221527
396,2016,S08000020,"",45-64 years,"",Females,"",Cerebrovascular Disease,12,"",15.1184911745808,"",15.49267307420468
397,2016,S08000020,"",65-74 years,"",Males,"",Cerebrovascular Disease,31,"",110.920280520968,"",119.73477001706516
398,2016,S08000020,"",65-74 years,"",Females,"",Cerebrovascular Disease,22,"",74.4097950348373,"",80.24177446024437
399,2016,S08000020,"",75plus years,"",Males,"",Cerebrovascular Disease,146,"",787.104426114615,"",876.5009804953161
400,2016,S08000020,"",75plus years,"",Females,"",Cerebrovascular Disease,232,"",882.330569711721,"",842.0854374786019
401,2016,S08000022,"",0-44 years,"",Males,"",Cerebrovascular Disease,0,"",0,"",0
402,2016,S08000022,"",0-44 years,"",Females,"",Cerebrovascular Disease,1,"",1.32313636243351,"",1.3748757323857266
403,2016,S08000022,"",45-64 years,"",Males,"",Cerebrovascular Disease,7,"",15.0072892547809,"",14.805404410949452
404,2016,S08000022,"",45-64 years,"",Females,"",Cerebrovascular Disease,7,"",14.214929737633,"",13.795226371521592
405,2016,S08000022,"",65-74 years,"",Males,"",Cerebrovascular Disease,19,"",95.2237758733023,"",98.77630537482236
406,2016,S08000022,"",65-74 years,"",Females,"",Cerebrovascular Disease,13,"",62.3501199040767,"",63.39003031259091
407,2016,S08000022,"",75plus years,"",Males,"",Cerebrovascular Disease,81,"",634.49788500705,"",713.2053783817316
408,2016,S08000022,"",75plus years,"",Females,"",Cerebrovascular Disease,147,"",813.81830260754,"",785.6226154321332
409,2016,S08000024,"",0-44 years,"",Males,"",Cerebrovascular Disease,3,"",1.17497307353373,"",1.1969956117370897
410,2016,S08000024,"",0-44 years,"",Females,"",Cerebrovascular Disease,1,"",0.385329726647092,"",0.4482972390013475
411,2016,S08000024,"",45-64 years,"",Males,"",Cerebrovascular Disease,23,"",20.934974149858,"",21.367303267610833
412,2016,S08000024,"",45-64 years,"",Females,"",Cerebrovascular Disease,17,"",14.9217049364511,"",15.228162006659533
413,2016,S08000024,"",65-74 years,"",Males,"",Cerebrovascular Disease,39,"",105.912065828422,"",109.68824863281492
